"protein","entry_name","description","family","gene_symbol","expression_tissue"
"Q8N697","S15A4_HUMAN","Solute carrier family 15 member 4","Transporter","SLC15A4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N6C5","IGSF1_HUMAN","Immunoglobulin superfamily member 1","Other TMPs","IGSF1","Ad\BAT\brain\eye\GAT\heart\liver\lung\Muscle\prostate\SCAT\tongue\Ub"
"Q8N6D2","RN182_HUMAN","E3 ubiquitin-protein ligase RNF182","Other TMPs","RNF182",""
"Q8N6F1","CLD19_HUMAN","Claudin-19","Other TMPs","CLDN19","Kidney\Muscle\SCAT\tongue"
"Q8N6G5","CGAT2_HUMAN","Chondroitin sulfate N-acetylgalactosaminyltransferase 2","Other TMPs","CSGALNACT2","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N6I4","LYSET_HUMAN","Lysosomal enzyme trafficking factor","Other TMPs","LYSET","Ad\BAT\brain\eye\Kidney\liver\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue"
"Q8N6K0","TEX29_HUMAN","Testis-expressed protein 29","Other TMPs","TEX29","prostate\testis"
"Q8N6L0","KASH5_HUMAN","Protein KASH5","Other TMPs","KASH5","testis"
"Q8N6L1","KTAP2_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2","Other TMPs","KRTCAP2","Ad\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N6L7","TM252_HUMAN","Transmembrane protein 252","Other TMPs","TMEM252","Kidney"
"Q8N6M3","FITM2_HUMAN","Acyl-coenzyme A diphosphatase FITM2","Other TMPs","FITM2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N6P7","I22R1_HUMAN","Interleukin-22 receptor subunit alpha-1","Catalytic receptors","IL22RA1","Pancreas\skin\SmallIntestine\Stomach"
"Q8N6Q1","TMC5A_HUMAN","Transmembrane and coiled-coil domain-containing protein 5A","Other TMPs","TMCO5A",""
"Q8N6R1","SERP2_HUMAN","Stress-associated endoplasmic reticulum protein 2","Other TMPs","SERP2","brain\eye"
"Q8N6S5","AR6P6_HUMAN","ADP-ribosylation factor-like protein 6-interacting protein 6","Other TMPs","ARL6IP6","Ad\BAT\eye\GAT\lung\MAT\Pancreas\skin\SmallIntestine\Spleen\testis\thymus"
"Q8N6U8","GP161_HUMAN","G-protein coupled receptor 161","GPCR","GPR161","brain\eye\prostate\skin\Stomach\testis\Ub"
"Q8N6Y1","PCD20_HUMAN","Protocadherin-20","Other TMPs","PCDH20","brain\SCAT"
"Q8N743","KI3L3_HUMAN","Killer cell immunoglobulin-like receptor 3DL3","Other TMPs","KIR3DL3",""
"Q8N755","S66A3_HUMAN","Solute carrier family 66 member 3","Other TMPs","SLC66A3","Ad\BAT\brain\eye\GAT\heart\Kidney\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N766","EMC1_HUMAN","ER membrane protein complex subunit 1","Other TMPs","EMC1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N7C0","LRC52_HUMAN","Leucine-rich repeat-containing protein 52","Ion-channels","LRRC52",""
"Q8N7C7","RN148_HUMAN","RING finger protein 148","Other TMPs","RNF148","testis"
"Q8N7P1","PLD5_HUMAN","Inactive phospholipase D5","Other TMPs","PLD5","brain\eye"
"Q8N7P3","CLD22_HUMAN","Claudin-22","Other TMPs","CLDN22","Ad\eye\GAT\Kidney\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis"
"Q8N7X8","SIGL1_HUMAN","SIGLEC family-like protein 1","Other TMPs","SIGLECL1",""
"Q8N8F6","YIPF7_HUMAN","Protein YIPF7","Other TMPs","YIPF7","heart\skin\tongue"
"Q8N8F7","LSME1_HUMAN","Leucine-rich single-pass membrane protein 1","Other TMPs","LSMEM1","Ad\BAT\brain\eye\heart\lung\MAT\Muscle\prostate\SCAT\skin\Spleen\tongue"
"Q8N8J7","F241A_HUMAN","Uncharacterized protein FAM241A","Other TMPs","FAM241A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N8N0","RN152_HUMAN","E3 ubiquitin-protein ligase RNF152","Other TMPs","RNF152","BAT\eye\Stomach"
"Q8N8Q1","C56D1_HUMAN","Probable transmembrane reductase CYB561D1","Other TMPs","CYB561D1",""
"Q8N8Q8","COX18_HUMAN","Cytochrome c oxidase assembly protein COX18, mitochondrial","Other TMPs","COX18","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N8Q9","NIPA2_HUMAN","Magnesium transporter NIPA2","Transporter","NIPA2","GAT\lung\MAT\prostate\SmallIntestine\thymus\Ub"
"Q8N8R3","S2529_HUMAN","Mitochondrial basic amino acids transporter","Transporter","SLC25A29","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N8Z6","DCBD1_HUMAN","Discoidin, CUB and LCCL domain-containing protein 1","Other TMPs","DCBLD1","Ad\brain\eye\Kidney\lung\Pancreas\prostate\skin\SmallIntestine\Spleen\Stomach\testis\Ub"
"Q8N912","NRAC_HUMAN","Nutritionally-regulated adipose and cardiac enriched protein homolog","Other TMPs","NRAC",""
"Q8N966","ZDH22_HUMAN","Palmitoyltransferase ZDHHC22","Other TMPs","ZDHHC22","brain"
"Q8N967","LRTM2_HUMAN","Leucine-rich repeat and transmembrane domain-containing protein 2","Other TMPs","LRTM2","brain\eye\lung\Muscle"
"Q8N9A8","NEPR1_HUMAN","Nuclear envelope phosphatase-regulatory subunit 1","Other TMPs","CNEP1R1","Ad\eye\liver\lung\Pancreas\prostate\skin\SmallIntestine\Stomach\testis\thymus\Ub"
"Q8N9F0","NAT8L_HUMAN","N-acetylaspartate synthetase","Other TMPs","NAT8L",""
"Q8N9F7","GDPD1_HUMAN","Lysophospholipase D GDPD1","Other TMPs","GDPD1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N9I0","SYT2_HUMAN","Synaptotagmin-2","Other TMPs","SYT2",""
"Q8N9I5","FADS6_HUMAN","Fatty acid desaturase 6","Other TMPs","FADS6","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8N9M5","TM102_HUMAN","Transmembrane protein 102","Other TMPs","TMEM102","Kidney\lung\Pancreas\SmallIntestine\Stomach\Ub"
"Q8N9R8","SCAI_HUMAN","Protein SCAI","Other TMPs","SCAI","brain\eye\MAT\skin\Spleen\testis"
"Q8NA29","NLS1_HUMAN","Sodium-dependent lysophosphatidylcholine symporter 1","Transporter","MFSD2A","brain\eye\Kidney\liver\lung\prostate\skin\SmallIntestine\testis"
"Q8NA58","PNDC1_HUMAN","Poly-specific ribonuclease PNLDC1-specific ribonuclease domain-containing protein 1","Other TMPs","PNLDC1","testis"
"Q8NAC3","I17RC_HUMAN","Interleukin-17 receptor C","Catalytic receptors","IL17RC","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NAN2","MIGA1_HUMAN","Mitoguardin 1","Other TMPs","MIGA1","Ad\brain\eye\GAT\heart\Kidney\lung\MAT\Pancreas\prostate\SCAT\Spleen\testis\thymus\tongue\Ub"
"Q8NAT1","PMGT2_HUMAN","Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2","Other TMPs","POMGNT2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NAU1","FNDC5_HUMAN","Fibronectin type III domain-containing protein 5","Other TMPs","FNDC5",""
"Q8NB49","AT11C_HUMAN","Phospholipid-transporting ATPase IG","Transporter","ATP11C","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NB59","SYT14_HUMAN","Synaptotagmin-14","Other TMPs","SYT14","brain\eye\Kidney"
"Q8NBD8","T229B_HUMAN","Transmembrane protein 229B","Other TMPs","TMEM229B","brain\eye\MAT\skin\SmallIntestine\Spleen\thymus"
"Q8NBF6","AVL9_HUMAN","Late secretory pathway protein AVL9 homolog","Other TMPs","AVL9","Ad\brain\eye\Kidney\lung\MAT\Pancreas\prostate\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NBI2","CYAC3_HUMAN","Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3","Transporter","CYB561A3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBI5","S43A3_HUMAN","Equilibrative nucleobase transporter 1","Transporter","SLC43A3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBI6","XXLT1_HUMAN","Xyloside xylosyltransferase 1","Other TMPs","XXYLT1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBJ4","GOLM1_HUMAN","Golgi membrane protein 1","Other TMPs","GOLM1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBJ9","SIDT2_HUMAN","SID1 transmembrane family member 2","Transporter","SIDT2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBL3","T178A_HUMAN","Transmembrane protein 178A","Other TMPs","TMEM178A",""
"Q8NBM4","UBAC2_HUMAN","Ubiquitin-associated domain-containing protein 2","Other TMPs","UBAC2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBN3","TM87A_HUMAN","Transmembrane protein 87A","Other TMPs","TMEM87A",""
"Q8NBP5","MFSD9_HUMAN","Major facilitator superfamily domain-containing protein 9","Transporter","MFSD9","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NBQ7","AQP11_HUMAN","Aquaporin-11","Transporter","AQP11","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\SmallIntestine\Spleen\Stomach\testis\thymus"
"Q8NBR0","P5I13_HUMAN","Tumor protein p53-inducible protein 13","Other TMPs","TP53I13",""
"Q8NBS3","S4A11_HUMAN","Solute carrier family 4 member 11","Transporter","SLC4A11","Ad\eye\GAT\Kidney\skin\Spleen\testis\thymus\tongue"
"Q8NBU5","ATAD1_HUMAN","Outer mitochondrial transmembrane helix translocase","Other TMPs","ATAD1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBV4","PLPP7_HUMAN","Inactive phospholipid phosphatase 7","Other TMPs","PLPP7","Ad\BAT\brain\eye\GAT\heart\MAT\Muscle\Pancreas\SCAT\skin\Spleen\Stomach\testis\tongue"
"Q8NBW4","S38A9_HUMAN","Neutral amino acid transporter 9","Transporter","SLC38A9","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NBZ7","UXS1_HUMAN","UDP-glucuronic acid decarboxylase 1","Other TMPs","UXS1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NC01","CLC1A_HUMAN","C-type lectin domain family 1 member A","Other TMPs","CLEC1A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"Q8NC24","RELL2_HUMAN","RELT-like protein 2","Other TMPs","RELL2","brain\eye\testis\Ub"
"Q8NC42","RN149_HUMAN","E3 ubiquitin-protein ligase RNF149","Other TMPs","RNF149","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NC44","RETR2_HUMAN","Reticulophagy regulator 2","Other TMPs","RETREG2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NC54","KCT2_HUMAN","Keratinocyte-associated transmembrane protein 2","Other TMPs","KCT2",""
"Q8NC56","LEMD2_HUMAN","LEM domain-containing protein 2","Other TMPs","LEMD2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NC67","NETO2_HUMAN","Neuropilin and tolloid-like protein 2","Other TMPs","NETO2","brain\eye\Spleen\thymus"
"Q8NCC5","SPX3_HUMAN","Sugar phosphate exchanger 3","Other TMPs","SLC37A3",""
"Q8NCG5","CHST4_HUMAN","Carbohydrate sulfotransferase 4","Other TMPs","CHST4",""
"Q8NCG7","DGLB_HUMAN","Diacylglycerol lipase-beta","Other TMPs","DAGLB","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NCH0","CHSTE_HUMAN","Carbohydrate sulfotransferase 14","Other TMPs","CHST14","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"Q8NCK7","MOT11_HUMAN","Monocarboxylate transporter 11","Other TMPs","SLC16A11","brain\eye\GAT\Kidney\lung\prostate\skin\testis\thymus"
"Q8NCL4","GALT6_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 6","Other TMPs","GALNT6","Ad\lung\MAT\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\Ub"
"Q8NCL8","TM116_HUMAN","Transmembrane protein 116","Other TMPs","TMEM116",""
"Q8NCL9","APCDL_HUMAN","Protein APCDD1-like","Other TMPs","APCDD1L",""
"Q8NCM2","KCNH5_HUMAN","Voltage-gated delayed rectifier potassium channel KCNH5","Ion-channels","KCNH5","brain\eye\GAT\liver\MAT\thymus\tongue"
"Q8NCR0","B3GL2_HUMAN","UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2","Other TMPs","B3GALNT2","Ad\BAT\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NCR9","CLRN3_HUMAN","Clarin-3","Other TMPs","CLRN3","GAT\Kidney\MAT\SmallIntestine\thymus"
"Q8NCS4","TM35B_HUMAN","Transmembrane protein 35B","Other TMPs","TMEM35B","Ad\BAT\brain\eye\GAT\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NCS7","CTL5_HUMAN","Choline transporter-like protein 5","Other TMPs","SLC44A5","testis"
"Q8NCW0","KREM2_HUMAN","Kremen protein 2","Other TMPs","KREMEN2",""
"Q8NCW6","GLT11_HUMAN","Polypeptide N-acetylgalactosaminyltransferase 11","Other TMPs","GALNT11","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8ND61","CC020_HUMAN","Uncharacterized protein C3orf20","Other TMPs","C3orf20",""
"Q8ND94","LRN4L_HUMAN","LRRN4 C-terminal-like protein","Other TMPs","LRRN4CL","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NDH2","CC168_HUMAN","Leucine-rich repeat transmembrane protein CCDC168","Other TMPs","CCDC168",""
"Q8NDV1","SIA7C_HUMAN","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","Other TMPs","ST6GALNAC3","Ad\brain\Kidney\liver\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen"
"Q8NDV2","GPR26_HUMAN","G-protein coupled receptor 26","GPCR","GPR26","brain\eye"
"Q8NDX2","VGLU3_HUMAN","Vesicular glutamate transporter 3","Other TMPs","SLC17A8","brain\eye"
"Q8NDZ6","T161B_HUMAN","Transmembrane protein 161B","Other TMPs","TMEM161B","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NE00","TM104_HUMAN","Transmembrane protein 104","Other TMPs","TMEM104","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NE01","CNNM3_HUMAN","Metal transporter CNNM3","Transporter","CNNM3","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NE79","POPD1_HUMAN","Popeye domain-containing protein 1","Other TMPs","POPDC1","BAT\brain\eye\heart\liver\lung\MAT\Muscle\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NE86","MCU_HUMAN","Calcium uniporter protein, mitochondrial","Ion-channels","MCU","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NEA5","CS018_HUMAN","Uncharacterized protein C19orf18","Other TMPs","C19orf18",""
"Q8NEB5","PLPP5_HUMAN","Phospholipid phosphatase 5","Other TMPs","PLPP5","Ad\eye\GAT\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\thymus\tongue\Ub"
"Q8NEC5","CTSR1_HUMAN","Cation channel sperm-associated protein 1","Ion-channels","CATSPER1","testis"
"Q8NEN9","PDZD8_HUMAN","PDZ domain-containing protein 8","Transporter","PDZD8","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NEQ5","CA162_HUMAN","Transmembrane protein C1orf162","Other TMPs","C1orf162",""
"Q8NER1","TRPV1_HUMAN","Transient receptor potential cation channel subfamily V member 1","Ion-channels","TRPV1","BAT\brain\GAT\MAT\prostate\SCAT\skin\testis\Ub"
"Q8NER5","ACV1C_HUMAN","Activin receptor type-1C","Catalytic receptors","ACVR1C","Ad\BAT\brain\GAT\MAT\prostate\SCAT\skin\Spleen\Stomach\thymus"
"Q8NES3","LFNG_HUMAN","Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe","Other TMPs","LFNG","brain\GAT\MAT\Pancreas\SCAT\Spleen\thymus"
"Q8NET5","NFAM1_HUMAN","NFAT activation molecule 1","Other TMPs","NFAM1","Ad\BAT\brain\GAT\heart\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NET6","CHSTD_HUMAN","Carbohydrate sulfotransferase 13","Other TMPs","CHST13",""
"Q8NET8","TRPV3_HUMAN","Transient receptor potential cation channel subfamily V member 3","Ion-channels","TRPV3",""
"Q8NEW0","ZNT7_HUMAN","Zinc transporter 7","Transporter","SLC30A7","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NEW7","TMIE_HUMAN","Transmembrane inner ear expressed protein","Other TMPs","TMIE","brain"
"Q8NF37","PCAT1_HUMAN","Lysophosphatidylcholine acyltransferase 1","Other TMPs","LPCAT1","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NF91","SYNE1_HUMAN","Nesprin-1","Other TMPs","SYNE1","Ad\BAT\brain\eye\GAT\heart\Kidney\lung\MAT\Muscle\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NFB2","T185A_HUMAN","Transmembrane protein 185A","Other TMPs","TMEM185A","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NFF2","NCKX4_HUMAN","Sodium/potassium/calcium exchanger 4/K/Ca-exchange protein 4","Transporter","SLC24A4","brain\eye\lung\skin\thymus"
"Q8NFJ5","RAI3_HUMAN","Retinoic acid-induced protein 3","GPCR","GPRC5A",""
"Q8NFJ6","PKR2_HUMAN","Prokineticin receptor 2","GPCR","PROKR2","brain\GAT\thymus"
"Q8NFK1","CXG3_HUMAN","Gap junction gamma-3 protein","Other TMPs","GJC3","Ad\BAT\brain\lung\Muscle\prostate\SCAT\skin\tongue"
"Q8NFL0","B3GN7_HUMAN","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","Other TMPs","B3GNT7","prostate\SmallIntestine\Stomach"
"Q8NFM4","ADCY4_HUMAN","Adenylate cyclase type 4","Other TMPs","ADCY4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NFM7","I17RD_HUMAN","Interleukin-17 receptor D","Catalytic receptors","IL17RD","Ad\BAT\brain\eye\GAT\Kidney\lung\MAT\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NFN8","GP156_HUMAN","Probable G-protein coupled receptor 156","GPCR","GPR156",""
"Q8NFQ8","TOIP2_HUMAN","Torsin-1A-interacting protein 2","Other TMPs","TOR1AIP2","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NFR3","SPTSB_HUMAN","Serine palmitoyltransferase small subunit B","Other TMPs","SPTSSB","brain\eye\SmallIntestine\Stomach\thymus\tongue\Ub"
"Q8NFR9","I17RE_HUMAN","Interleukin-17 receptor E","Catalytic receptors","IL17RE","Stomach\Ub"
"Q8NFT2","STEA2_HUMAN","Metalloreductase STEAP2","Transporter","STEAP2","Ad\brain\eye\GAT\Kidney\liver\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NFT8","DNER_HUMAN","Delta and Notch-like epidermal growth factor-related receptor","Other TMPs","DNER","brain\eye\Ub"
"Q8NFU1","BEST2_HUMAN","Bestrophin-2a","Ion-channels","BEST2",""
"Q8NFY4","SEM6D_HUMAN","Semaphorin-6D","Other TMPs","SEMA6D","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\prostate\SCAT\skin\SmallIntestine\Spleen\testis\thymus"
"Q8NFZ3","NLGNY_HUMAN","Neuroligin-4, Y-linked","Other TMPs","NLGN4Y",""
"Q8NFZ4","NLGN2_HUMAN","Neuroligin-2","Other TMPs","NLGN2","Ad\brain\eye\GAT\lung\MAT\prostate\SCAT\SmallIntestine\Spleen\Stomach\testis\thymus\Ub"
"Q8NFZ8","CADM4_HUMAN","Cell adhesion molecule 4","Other TMPs","CADM4","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NG11","TSN14_HUMAN","Tetraspanin-14","Other TMPs","TSPAN14","Ad\BAT\brain\eye\GAT\heart\Kidney\liver\lung\MAT\Muscle\Pancreas\prostate\SCAT\skin\SmallIntestine\Spleen\Stomach\testis\thymus\tongue\Ub"
"Q8NG76","O2T33_HUMAN","Olfactory receptor 2T33","GPCR","OR2T33",""
"Q8NG77","O2T12_HUMAN","Olfactory receptor 2T12","GPCR","OR2T12",""
"Q8NG81","OR2M7_HUMAN","Olfactory receptor 2M7","GPCR","OR2M7",""
"Q8NG98","OR7D4_HUMAN","Olfactory receptor 7D4","GPCR","OR7D4",""
"Q8NGA1","OR1M1_HUMAN","Olfactory receptor 1M1","GPCR","OR1M1",""
"Q8NGC1","O11G2_HUMAN","Olfactory receptor 11G2","GPCR","OR11G2",""
"Q8NGC3","O10G2_HUMAN","Olfactory receptor 10G2","GPCR","OR10G2",""
"Q8NGD1","OR4N2_HUMAN","Olfactory receptor 4N2","GPCR","OR4N2",""
"Q8NGE1","OR6C4_HUMAN","Olfactory receptor 6C4","GPCR","OR6C4",""
"Q8NGJ1","OR4D6_HUMAN","Olfactory receptor 4D6","GPCR","OR4D6",""
"Q8NGK6","O52I1_HUMAN","Olfactory receptor 52I1","GPCR","OR52I1",""
"Q8NGL2","OR5L1_HUMAN","Olfactory receptor 5L1","GPCR","OR5L1",""
"Q8NGL6","O4A15_HUMAN","Olfactory receptor 4A15","GPCR","OR4A15",""
"Q8NGM8","OR6M1_HUMAN","Olfactory receptor 6M1","GPCR","OR6M1",""
"Q8NGN1","OR6T1_HUMAN","Olfactory receptor 6T1","GPCR","OR6T1",""
"Q8NGN2","O10S1_HUMAN","Olfactory receptor 10S1","GPCR","OR10S1",""
